AvgSpotLen_l	BioSample_s	Experiment_s	MBases_l	MBytes_l	Run_s	SRA_Sample_s	Sample_Name_s	history_s	Assay_Type_s	BioProject_s	Center_Name_s	Consent_s	InsertSize_l	Instrument_s	LibraryLayout_s	LibrarySelection_s	LibrarySource_s	LoadDate_s	Organism_s	Platform_s	ReleaseDate_s	SRA_Study_s	source_name_s
202	SAMN02251195	SRX322688	3654	2287	SRR934803	SRS457766	GSM1185950	primary Glioblastomas	RNA-Seq	PRJNA212047	GEO	public	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	2013-07-15	Homo sapiens	ILLUMINA	2014-07-21	SRP027383	Tumor cells
202	SAMN02251294	SRX322689	8786	6296	SRR934804	SRS457767	GSM1185951	recurrent Glioblastomas	RNA-Seq	PRJNA212047	GEO	public	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	2013-07-15	Homo sapiens	ILLUMINA	2014-07-21	SRP027383	Tumor cells
202	SAMN02251167	SRX322690	3232	2246	SRR934805	SRS457768	GSM1185952	astrocytomas	RNA-Seq	PRJNA212047	GEO	public	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	2013-07-15	Homo sapiens	ILLUMINA	2014-07-21	SRP027383	Tumor cells
202	SAMN02251197	SRX322691	3561	2479	SRR934806	SRS457769	GSM1185953	oligodendrogliomas	RNA-Seq	PRJNA212047	GEO	public	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	2013-07-15	Homo sapiens	ILLUMINA	2014-07-21	SRP027383	Tumor cells
200	SAMN02251289	SRX322692	3073	2152	SRR934807	SRS457770	GSM1185954	recurrent astrocytomas	RNA-Seq	PRJNA212047	GEO	public	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	2013-07-15	Homo sapiens	ILLUMINA	2014-07-21	SRP027383	Tumor cells
202	SAMN02251165	SRX322693	4693	2917	SRR934808	SRS457774	GSM1185955	astrocytomas	RNA-Seq	PRJNA212047	GEO	public	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	2013-07-15	Homo sapiens	ILLUMINA	2014-07-21	SRP027383	Tumor cells
202	SAMN02251202	SRX322694	4876	3146	SRR934809	SRS457771	GSM1185956	primary Glioblastomas	RNA-Seq	PRJNA212047	GEO	public	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	2013-07-15	Homo sapiens	ILLUMINA	2014-07-21	SRP027383	Tumor cells
202	SAMN02251288	SRX322695	5744	4194	SRR934810	SRS457772	GSM1185957	recurrent anaplastic oligodendroastrocytomas	RNA-Seq	PRJNA212047	GEO	public	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	2013-07-15	Homo sapiens	ILLUMINA	2014-07-21	SRP027383	Tumor cells
202	SAMN02251174	SRX322696	4626	3083	SRR934811	SRS457773	GSM1185958	primary Glioblastomas	RNA-Seq	PRJNA212047	GEO	public	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	2013-07-15	Homo sapiens	ILLUMINA	2014-07-21	SRP027383	Tumor cells
202	SAMN02251314	SRX322697	4380	2937	SRR934812	SRS457775	GSM1185959	oligodendrogliomas	RNA-Seq	PRJNA212047	GEO	public	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	2013-07-15	Homo sapiens	ILLUMINA	2014-07-21	SRP027383	Tumor cells
202	SAMN02251191	SRX322698	3427	2430	SRR934813	SRS457776	GSM1185960	secondary Glioblastomas	RNA-Seq	PRJNA212047	GEO	public	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	2013-07-15	Homo sapiens	ILLUMINA	2014-07-21	SRP027383	Tumor cells
202	SAMN02251173	SRX322699	3824	2533	SRR934814	SRS457777	GSM1185961	oligodendroastrocytomas	RNA-Seq	PRJNA212047	GEO	public	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	2013-07-15	Homo sapiens	ILLUMINA	2014-07-21	SRP027383	Tumor cells
202	SAMN02251298	SRX322700	5175	3472	SRR934815	SRS457778	GSM1185962	anaplastic astrocytomas	RNA-Seq	PRJNA212047	GEO	public	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	2013-07-15	Homo sapiens	ILLUMINA	2014-07-21	SRP027383	Tumor cells
200	SAMN02251179	SRX322701	3188	2237	SRR934816	SRS457779	GSM1185963	primary Glioblastomas	RNA-Seq	PRJNA212047	GEO	public	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	2013-07-15	Homo sapiens	ILLUMINA	2014-07-21	SRP027383	Tumor cells
202	SAMN02251176	SRX322702	4864	3322	SRR934817	SRS457780	GSM1185964	anaplastic astrocytomas	RNA-Seq	PRJNA212047	GEO	public	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	2013-07-15	Homo sapiens	ILLUMINA	2014-07-21	SRP027383	Tumor cells
202	SAMN02251293	SRX322703	2986	2157	SRR934818	SRS457781	GSM1185965	astrocytomas	RNA-Seq	PRJNA212047	GEO	public	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	2013-07-15	Homo sapiens	ILLUMINA	2014-07-21	SRP027383	Tumor cells
202	SAMN02251183	SRX322704	4418	3152	SRR934819	SRS457782	GSM1185966	oligodendroastrocytomas	RNA-Seq	PRJNA212047	GEO	public	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	2013-07-15	Homo sapiens	ILLUMINA	2014-07-21	SRP027383	Tumor cells
202	SAMN02251199	SRX322705	4093	2830	SRR934820	SRS457783	GSM1185967	astrocytomas	RNA-Seq	PRJNA212047	GEO	public	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	2013-07-15	Homo sapiens	ILLUMINA	2014-07-21	SRP027383	Tumor cells
200	SAMN02251292	SRX322706	3500	2638	SRR934821	SRS457784	GSM1185968	primary Glioblastomas	RNA-Seq	PRJNA212047	GEO	public	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	2013-07-15	Homo sapiens	ILLUMINA	2014-07-21	SRP027383	Tumor cells
202	SAMN02251187	SRX322707	3716	2384	SRR934822	SRS457785	GSM1185969	oligodendroastrocytomas	RNA-Seq	PRJNA212047	GEO	public	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	2013-07-15	Homo sapiens	ILLUMINA	2014-07-21	SRP027383	Tumor cells
202	SAMN02251207	SRX322708	3224	2075	SRR934823	SRS457786	GSM1185970	oligodendroastrocytomas	RNA-Seq	PRJNA212047	GEO	public	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	2013-07-15	Homo sapiens	ILLUMINA	2014-07-21	SRP027383	Tumor cells
202	SAMN02251290	SRX322709	4414	3138	SRR934824	SRS457787	GSM1185971	secondary Glioblastomas	RNA-Seq	PRJNA212047	GEO	public	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	2013-07-15	Homo sapiens	ILLUMINA	2014-07-21	SRP027383	Tumor cells
202	SAMN02251189	SRX322710	3459	2304	SRR934825	SRS457788	GSM1185972	primary Glioblastomas	RNA-Seq	PRJNA212047	GEO	public	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	2013-07-15	Homo sapiens	ILLUMINA	2014-07-21	SRP027383	Tumor cells
200	SAMN02251206	SRX322711	8377	6112	SRR934826	SRS457789	GSM1185973	oligodendrogliomas	RNA-Seq	PRJNA212047	GEO	public	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	2013-07-15	Homo sapiens	ILLUMINA	2014-07-21	SRP027383	Tumor cells
202	SAMN02251287	SRX322712	4989	3360	SRR934827	SRS457790	GSM1185974	anaplastic astrocytomas	RNA-Seq	PRJNA212047	GEO	public	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	2013-07-15	Homo sapiens	ILLUMINA	2014-07-21	SRP027383	Tumor cells
202	SAMN02251196	SRX322713	3355	2335	SRR934828	SRS457791	GSM1185975	astrocytomas	RNA-Seq	PRJNA212047	GEO	public	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	2013-07-15	Homo sapiens	ILLUMINA	2014-07-21	SRP027383	Tumor cells
202	SAMN02251205	SRX322714	5061	3379	SRR934829	SRS457792	GSM1185976	primary Glioblastomas	RNA-Seq	PRJNA212047	GEO	public	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	2013-07-15	Homo sapiens	ILLUMINA	2014-07-21	SRP027383	Tumor cells
202	SAMN02251286	SRX322715	3835	2563	SRR934830	SRS457793	GSM1185977	primary Glioblastomas	RNA-Seq	PRJNA212047	GEO	public	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	2013-07-15	Homo sapiens	ILLUMINA	2014-07-21	SRP027383	Tumor cells
202	SAMN02251285	SRX322716	2972	1972	SRR934831	SRS457794	GSM1185978	astrocytomas	RNA-Seq	PRJNA212047	GEO	public	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	2013-07-15	Homo sapiens	ILLUMINA	2014-07-21	SRP027383	Tumor cells
202	SAMN02251156	SRX322717	4287	2859	SRR934832	SRS457795	GSM1185979	primary Glioblastomas	RNA-Seq	PRJNA212047	GEO	public	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	2013-07-15	Homo sapiens	ILLUMINA	2014-07-21	SRP027383	Tumor cells
202	SAMN02251155	SRX322718	2879	2022	SRR934833	SRS457796	GSM1185980	oligodendroastrocytomas	RNA-Seq	PRJNA212047	GEO	public	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	2013-07-15	Homo sapiens	ILLUMINA	2014-07-21	SRP027383	Tumor cells
202	SAMN02251200	SRX322719	4605	3193	SRR934834	SRS457797	GSM1185981	astrocytomas	RNA-Seq	PRJNA212047	GEO	public	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	2013-07-15	Homo sapiens	ILLUMINA	2014-07-21	SRP027383	Tumor cells
202	SAMN02251160	SRX322720	4404	2948	SRR934835	SRS457798	GSM1185982	primary Glioblastomas	RNA-Seq	PRJNA212047	GEO	public	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	2013-07-15	Homo sapiens	ILLUMINA	2014-07-21	SRP027383	Tumor cells
202	SAMN02251153	SRX322721	4758	3391	SRR934836	SRS457799	GSM1185983	oligodendroastrocytomas	RNA-Seq	PRJNA212047	GEO	public	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	2013-07-15	Homo sapiens	ILLUMINA	2014-07-21	SRP027383	Tumor cells
202	SAMN02251192	SRX322722	2917	2032	SRR934837	SRS457800	GSM1185984	primary Glioblastomas	RNA-Seq	PRJNA212047	GEO	public	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	2013-07-15	Homo sapiens	ILLUMINA	2014-07-21	SRP027383	Tumor cells
202	SAMN02251163	SRX322723	4386	3031	SRR934838	SRS457801	GSM1185985	oligodendroastrocytomas	RNA-Seq	PRJNA212047	GEO	public	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	2013-07-15	Homo sapiens	ILLUMINA	2014-07-21	SRP027383	Tumor cells
202	SAMN02251171	SRX322724	8087	5242	SRR934839	SRS457802	GSM1185986	primary Glioblastomas	RNA-Seq	PRJNA212047	GEO	public	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	2013-07-15	Homo sapiens	ILLUMINA	2014-07-21	SRP027383	Tumor cells
202	SAMN02251184	SRX322725	3290	2200	SRR934840	SRS457803	GSM1185987	primary Glioblastomas	RNA-Seq	PRJNA212047	GEO	public	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	2013-07-15	Homo sapiens	ILLUMINA	2014-07-21	SRP027383	Tumor cells
202	SAMN02251177	SRX322726	3703	2460	SRR934841	SRS457804	GSM1185988	oligodendrogliomas	RNA-Seq	PRJNA212047	GEO	public	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	2013-07-15	Homo sapiens	ILLUMINA	2014-07-21	SRP027383	Tumor cells
200	SAMN02251172	SRX322727	4599	3214	SRR934842	SRS457805	GSM1185989	primary Glioblastomas	RNA-Seq	PRJNA212047	GEO	public	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	2013-07-15	Homo sapiens	ILLUMINA	2014-07-21	SRP027383	Tumor cells
202	SAMN02251182	SRX322728	4448	2947	SRR934843	SRS457806	GSM1185990	oligodendroastrocytomas	RNA-Seq	PRJNA212047	GEO	public	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	2013-07-15	Homo sapiens	ILLUMINA	2014-07-21	SRP027383	Tumor cells
202	SAMN02251180	SRX322729	6341	4567	SRR934844	SRS457807	GSM1185991	oligodendrogliomas	RNA-Seq	PRJNA212047	GEO	public	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	2013-07-15	Homo sapiens	ILLUMINA	2014-07-21	SRP027383	Tumor cells
202	SAMN02251175	SRX322730	4054	2691	SRR934845	SRS457808	GSM1185992	primary Glioblastomas	RNA-Seq	PRJNA212047	GEO	public	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	2013-07-15	Homo sapiens	ILLUMINA	2014-07-21	SRP027383	Tumor cells
202	SAMN02251168	SRX322731	4799	3183	SRR934846	SRS457809	GSM1185993	primary Glioblastomas	RNA-Seq	PRJNA212047	GEO	public	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	2013-07-15	Homo sapiens	ILLUMINA	2014-07-21	SRP027383	Tumor cells
202	SAMN02251188	SRX322732	3457	2335	SRR934847	SRS457810	GSM1185994	astrocytomas	RNA-Seq	PRJNA212047	GEO	public	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	2013-07-15	Homo sapiens	ILLUMINA	2014-07-21	SRP027383	Tumor cells
202	SAMN02251309	SRX322733	3745	2502	SRR934848	SRS457811	GSM1185995	oligodendrogliomas	RNA-Seq	PRJNA212047	GEO	public	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	2013-07-15	Homo sapiens	ILLUMINA	2014-07-21	SRP027383	Tumor cells
202	SAMN02251164	SRX322734	5024	3332	SRR934849	SRS457812	GSM1185996	oligodendroastrocytomas	RNA-Seq	PRJNA212047	GEO	public	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	2013-07-15	Homo sapiens	ILLUMINA	2014-07-21	SRP027383	Tumor cells
200	SAMN02251185	SRX322735	2992	2100	SRR934850	SRS457813	GSM1185997	astrocytomas	RNA-Seq	PRJNA212047	GEO	public	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	2013-07-15	Homo sapiens	ILLUMINA	2014-07-21	SRP027383	Tumor cells
202	SAMN02251306	SRX322736	3585	2408	SRR934851	SRS457814	GSM1185998	secondary Glioblastomas	RNA-Seq	PRJNA212047	GEO	public	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	2013-07-15	Homo sapiens	ILLUMINA	2014-07-21	SRP027383	Tumor cells
202	SAMN02251166	SRX322737	4420	2954	SRR934852	SRS457816	GSM1185999	primary Glioblastomas	RNA-Seq	PRJNA212047	GEO	public	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	2013-07-15	Homo sapiens	ILLUMINA	2014-07-21	SRP027383	Tumor cells
202	SAMN02251181	SRX322738	3311	2242	SRR934853	SRS457815	GSM1186000	astrocytomas	RNA-Seq	PRJNA212047	GEO	public	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	2013-07-15	Homo sapiens	ILLUMINA	2014-07-21	SRP027383	Tumor cells
202	SAMN02251303	SRX322739	3457	2338	SRR934854	SRS457817	GSM1186001	astrocytomas	RNA-Seq	PRJNA212047	GEO	public	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	2013-07-15	Homo sapiens	ILLUMINA	2014-07-21	SRP027383	Tumor cells
202	SAMN02251162	SRX322740	5171	3628	SRR934855	SRS457818	GSM1186002	astrocytomas	RNA-Seq	PRJNA212047	GEO	public	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	2013-07-15	Homo sapiens	ILLUMINA	2014-07-21	SRP027383	Tumor cells
202	SAMN02251186	SRX322741	5401	3537	SRR934856	SRS457819	GSM1186003	oligodendroastrocytomas	RNA-Seq	PRJNA212047	GEO	public	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	2013-07-15	Homo sapiens	ILLUMINA	2014-07-21	SRP027383	Tumor cells
202	SAMN02251300	SRX322742	3336	2213	SRR934857	SRS457820	GSM1186004	astrocytomas	RNA-Seq	PRJNA212047	GEO	public	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	2013-07-15	Homo sapiens	ILLUMINA	2014-07-21	SRP027383	Tumor cells
200	SAMN02251212	SRX322743	3884	2716	SRR934858	SRS457821	GSM1186005	astrocytomas	RNA-Seq	PRJNA212047	GEO	public	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	2013-07-15	Homo sapiens	ILLUMINA	2014-07-21	SRP027383	Tumor cells
202	SAMN02251251	SRX322744	4791	3211	SRR934859	SRS457822	GSM1186006	primary Glioblastomas	RNA-Seq	PRJNA212047	GEO	public	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	2013-07-15	Homo sapiens	ILLUMINA	2014-07-21	SRP027383	Tumor cells
202	SAMN02251247	SRX322745	3110	2063	SRR934860	SRS457823	GSM1186007	primary Glioblastomas	RNA-Seq	PRJNA212047	GEO	public	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	2013-07-15	Homo sapiens	ILLUMINA	2014-07-21	SRP027383	Tumor cells
202	SAMN02251245	SRX322746	3108	2059	SRR934861	SRS457824	GSM1186008	primary Glioblastomas	RNA-Seq	PRJNA212047	GEO	public	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	2013-07-15	Homo sapiens	ILLUMINA	2014-07-21	SRP027383	Tumor cells
200	SAMN02251259	SRX322747	4194	3067	SRR934862	SRS457825	GSM1186009	primary Glioblastomas	RNA-Seq	PRJNA212047	GEO	public	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	2013-07-15	Homo sapiens	ILLUMINA	2014-07-21	SRP027383	Tumor cells
202	SAMN02251238	SRX322748	2900	1969	SRR934863	SRS457826	GSM1186010	astrocytomas	RNA-Seq	PRJNA212047	GEO	public	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	2013-07-15	Homo sapiens	ILLUMINA	2014-07-21	SRP027383	Tumor cells
202	SAMN02251237	SRX322749	3517	2353	SRR934864	SRS457827	GSM1186011	primary Glioblastomas	RNA-Seq	PRJNA212047	GEO	public	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	2013-07-15	Homo sapiens	ILLUMINA	2014-07-21	SRP027383	Tumor cells
202	SAMN02251254	SRX322750	3120	2178	SRR934865	SRS457828	GSM1186012	astrocytomas	RNA-Seq	PRJNA212047	GEO	public	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	2013-07-15	Homo sapiens	ILLUMINA	2014-07-21	SRP027383	Tumor cells
202	SAMN02251233	SRX322751	3476	2536	SRR934866	SRS457829	GSM1186013	recurrent anaplastic astrocytomas	RNA-Seq	PRJNA212047	GEO	public	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	2013-07-15	Homo sapiens	ILLUMINA	2014-07-21	SRP027383	Tumor cells
202	SAMN02251228	SRX322752	5397	3611	SRR934867	SRS457830	GSM1186014	primary Glioblastomas	RNA-Seq	PRJNA212047	GEO	public	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	2013-07-15	Homo sapiens	ILLUMINA	2014-07-21	SRP027383	Tumor cells
202	SAMN02251229	SRX322753	4017	2690	SRR934868	SRS457831	GSM1186015	primary Glioblastomas	RNA-Seq	PRJNA212047	GEO	public	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	2013-07-15	Homo sapiens	ILLUMINA	2014-07-21	SRP027383	Tumor cells
200	SAMN02251227	SRX322754	3275	2305	SRR934869	SRS457832	GSM1186016	anaplastic oligodendroastrocytomas	RNA-Seq	PRJNA212047	GEO	public	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	2013-07-15	Homo sapiens	ILLUMINA	2014-07-21	SRP027383	Tumor cells
202	SAMN02251216	SRX322755	3014	2098	SRR934870	SRS457833	GSM1186017	astrocytomas	RNA-Seq	PRJNA212047	GEO	public	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	2013-07-15	Homo sapiens	ILLUMINA	2014-07-21	SRP027383	Tumor cells
202	SAMN02251235	SRX322756	4148	2807	SRR934871	SRS457834	GSM1186018	anaplastic astrocytomas	RNA-Seq	PRJNA212047	GEO	public	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	2013-07-15	Homo sapiens	ILLUMINA	2014-07-21	SRP027383	Tumor cells
202	SAMN02251232	SRX322757	4491	2848	SRR934872	SRS457835	GSM1186019	primary Glioblastomas	RNA-Seq	PRJNA212047	GEO	public	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	2013-07-15	Homo sapiens	ILLUMINA	2014-07-21	SRP027383	Tumor cells
200	SAMN02251231	SRX322758	4785	3350	SRR934873	SRS457836	GSM1186020	primary Glioblastomas	RNA-Seq	PRJNA212047	GEO	public	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	2013-07-15	Homo sapiens	ILLUMINA	2014-07-21	SRP027383	Tumor cells
202	SAMN02251244	SRX322759	4166	2635	SRR934874	SRS457837	GSM1186021	primary Glioblastomas	RNA-Seq	PRJNA212047	GEO	public	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	2013-07-15	Homo sapiens	ILLUMINA	2014-07-21	SRP027383	Tumor cells
200	SAMN02251234	SRX322760	5680	3929	SRR934875	SRS457838	GSM1186022	primary Glioblastomas	RNA-Seq	PRJNA212047	GEO	public	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	2013-07-15	Homo sapiens	ILLUMINA	2014-07-21	SRP027383	Tumor cells
202	SAMN02251248	SRX322761	3334	2325	SRR934876	SRS457839	GSM1186023	oligodendroastrocytomas	RNA-Seq	PRJNA212047	GEO	public	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	2013-07-15	Homo sapiens	ILLUMINA	2014-07-21	SRP027383	Tumor cells
202	SAMN02251230	SRX322762	4041	2566	SRR934877	SRS457840	GSM1186024	oligodendroastrocytomas	RNA-Seq	PRJNA212047	GEO	public	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	2013-07-15	Homo sapiens	ILLUMINA	2014-07-21	SRP027383	Tumor cells
202	SAMN02251220	SRX322763	3345	2239	SRR934878	SRS457841	GSM1186025	recurrent astrocytomas	RNA-Seq	PRJNA212047	GEO	public	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	2013-07-15	Homo sapiens	ILLUMINA	2014-07-21	SRP027383	Tumor cells
202	SAMN02251249	SRX322764	4839	3239	SRR934879	SRS457842	GSM1186026	recurrent Glioblastomas	RNA-Seq	PRJNA212047	GEO	public	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	2013-07-15	Homo sapiens	ILLUMINA	2014-07-21	SRP027383	Tumor cells
202	SAMN02251242	SRX322765	4184	2797	SRR934880	SRS457843	GSM1186027	recurrent anaplastic oligodendroastrocytomas	RNA-Seq	PRJNA212047	GEO	public	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	2013-07-15	Homo sapiens	ILLUMINA	2014-07-21	SRP027383	Tumor cells
202	SAMN02251239	SRX322766	7240	4805	SRR934881	SRS457844	GSM1186028	secondary Glioblastomas	RNA-Seq	PRJNA212047	GEO	public	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	2013-07-15	Homo sapiens	ILLUMINA	2014-07-21	SRP027383	Tumor cells
202	SAMN02251252	SRX322767	6485	4117	SRR934882	SRS457845	GSM1186029	primary Glioblastomas	RNA-Seq	PRJNA212047	GEO	public	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	2013-07-15	Homo sapiens	ILLUMINA	2014-07-21	SRP027383	Tumor cells
202	SAMN02251243	SRX322768	5533	3530	SRR934883	SRS457846	GSM1186030	primary Glioblastomas	RNA-Seq	PRJNA212047	GEO	public	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	2013-07-15	Homo sapiens	ILLUMINA	2014-07-21	SRP027383	Tumor cells
202	SAMN02251240	SRX322769	3405	2260	SRR934884	SRS457847	GSM1186031	recurrent Glioblastomas	RNA-Seq	PRJNA212047	GEO	public	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	2013-07-15	Homo sapiens	ILLUMINA	2014-07-21	SRP027383	Tumor cells
202	SAMN02251255	SRX322770	4128	2607	SRR934885	SRS457848	GSM1186032	anaplastic oligodendroastrocytomas	RNA-Seq	PRJNA212047	GEO	public	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	2013-07-15	Homo sapiens	ILLUMINA	2014-07-21	SRP027383	Tumor cells
202	SAMN02251236	SRX322771	4575	3089	SRR934886	SRS457849	GSM1186033	recurrent anaplastic astrocytomas	RNA-Seq	PRJNA212047	GEO	public	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	2013-07-15	Homo sapiens	ILLUMINA	2014-07-21	SRP027383	Tumor cells
202	SAMN02251241	SRX322772	6752	4289	SRR934887	SRS457850	GSM1186034	recurrent anaplastic oligodendroastrocytomas	RNA-Seq	PRJNA212047	GEO	public	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	2013-07-15	Homo sapiens	ILLUMINA	2014-07-21	SRP027383	Tumor cells
202	SAMN02251158	SRX322773	3439	2177	SRR934888	SRS457851	GSM1186035	secondary Glioblastomas	RNA-Seq	PRJNA212047	GEO	public	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	2013-07-15	Homo sapiens	ILLUMINA	2014-07-21	SRP027383	Tumor cells
202	SAMN02251154	SRX322774	5660	3585	SRR934889	SRS457852	GSM1186036	primary Glioblastomas	RNA-Seq	PRJNA212047	GEO	public	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	2013-07-15	Homo sapiens	ILLUMINA	2014-07-21	SRP027383	Tumor cells
202	SAMN02251296	SRX322775	5242	3329	SRR934890	SRS457853	GSM1186037	anaplastic oligodendrogliomas	RNA-Seq	PRJNA212047	GEO	public	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	2013-07-15	Homo sapiens	ILLUMINA	2014-07-21	SRP027383	Tumor cells
